City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
293,Iquitos,-3.7481,-73.2472,84.24,74,40,4.61,PE,2022-05-24 17:35:06
294,Port Hardy,50.6996,-127.4199,48.38,81,100,6.91,CA,2022-05-24 17:26:02
295,Acaponeta,22.4964,-105.3594,95.43,24,0,6.13,MX,2022-05-24 17:35:06
296,Inuvik,68.3499,-133.7218,49.06,29,20,11.5,CA,2022-05-24 17:35:07
297,Havre-Saint-Pierre,50.2334,-63.5986,53.96,54,0,6.91,CA,2022-05-24 17:35:07
298,Kungurtug,50.5994,97.5228,49.37,76,2,1.68,RU,2022-05-24 17:35:08
299,Majene,-3.5403,118.9707,76.8,86,100,5.5,ID,2022-05-24 17:35:08
300,Port-Gentil,-0.7193,8.7815,76.96,83,20,12.66,GA,2022-05-24 17:35:08
301,Tateyama,34.9833,139.8667,65.8,85,39,8.7,JP,2022-05-24 17:35:09
302,Bengkulu,-3.8004,102.2655,76.55,90,100,2.08,ID,2022-05-24 17:25:55
303,Cabo San Lucas,22.8909,-109.9124,83.61,59,0,10.36,MX,2022-05-24 17:30:28
304,Bull Savanna,17.8868,-77.5902,84.63,56,96,19.19,JM,2022-05-24 17:35:09
305,Natal,-5.795,-35.2094,83.05,78,75,16.11,BR,2022-05-24 17:32:38
306,North Vanlaiphai,23.1333,93.0667,60.48,96,94,2.24,IN,2022-05-24 17:35:10
307,Tansen,27.8673,83.5467,65.44,65,99,5.66,NP,2022-05-24 17:35:10
308,Itoman,26.1247,127.6694,75.22,96,75,14.97,JP,2022-05-24 17:35:10
309,Zhuhai,22.2769,113.5678,79.86,94,40,13.8,CN,2022-05-24 17:35:11
310,Fare,-16.7,-151.0167,80.94,71,0,16.75,PF,2022-05-24 17:35:11
311,Xai-Xai,-25.0519,33.6442,67.17,91,32,3.31,MZ,2022-05-24 17:35:11
312,Coesfeld,51.9333,7.15,61.99,67,86,10.31,DE,2022-05-24 17:35:12
313,Abha,18.2164,42.5053,73.22,68,0,8.05,SA,2022-05-24 17:35:12
314,Penzance,50.1186,-5.5371,58.32,77,20,12.66,GB,2022-05-24 17:35:12
315,Khasan,42.4308,130.6434,51.75,98,50,4.16,RU,2022-05-24 17:35:16
316,Avera,33.194,-82.5271,84.54,51,98,8.14,US,2022-05-24 17:35:17
317,Puerto Baquerizo Moreno,-0.9,-89.6,77.99,73,20,13.8,EC,2022-05-24 17:36:17
318,Thinadhoo,0.5333,72.9333,83.82,68,70,4.14,MV,2022-05-24 17:36:17
319,Bereda,43.2686,-7.5406,57.42,84,75,4.59,ES,2022-05-24 17:36:18
320,Whitehorse,60.7161,-135.0538,47.1,78,75,2.3,CA,2022-05-24 17:36:18
321,Vila Do Maio,15.1333,-23.2167,79.59,74,62,9.82,CV,2022-05-24 17:36:19
322,Yelizovo,53.1873,158.3805,42.94,93,75,2.24,RU,2022-05-24 17:36:19
323,Kaitangata,-46.2817,169.8464,49.06,70,73,16.8,NZ,2022-05-24 17:36:19
324,Hasaki,35.7333,140.8333,61.29,84,0,8.41,JP,2022-05-24 17:36:20
325,Moree,-29.4667,149.85,55.35,84,59,7.7,AU,2022-05-24 17:36:20
326,Ahuimanu,21.4447,-157.8378,77.2,74,75,9.22,US,2022-05-24 17:35:45
327,Uddevalla,58.3478,11.9424,56.32,96,100,3.33,SE,2022-05-24 17:36:21
328,Kikwit,-5.041,18.8162,73.11,84,90,2.46,CD,2022-05-24 17:36:21
329,San Cristobal,7.7669,-72.225,80.78,47,94,6.89,VE,2022-05-24 17:36:21
330,Rundu,-17.9333,19.7667,60.04,32,0,3.31,NA,2022-05-24 17:36:22
331,Araouane,18.9048,-3.5265,99.34,9,58,5.01,ML,2022-05-24 17:36:22
332,Skoghall,59.3232,13.4655,54.16,87,20,5.75,SE,2022-05-24 17:36:23
333,Kieta,-6.2167,155.6333,78.42,78,33,2.06,PG,2022-05-24 17:36:23
334,Hofn,64.2539,-15.2082,46.33,76,100,7.65,IS,2022-05-24 17:36:23
335,Ahipara,-35.1667,173.1667,56.77,76,60,10.4,NZ,2022-05-24 17:36:24
336,San Patricio,28.017,-97.5169,80.49,50,67,20.24,US,2022-05-24 17:36:24
337,Kumi,36.1136,128.336,67.68,88,77,0.81,KR,2022-05-24 17:36:24
338,Agirish,61.9247,63.0231,42.28,95,98,4.14,RU,2022-05-24 17:36:25
339,Kota Bahru,6.1333,102.2386,80.55,88,20,0.0,MY,2022-05-24 17:36:25
340,Podosinovets,60.2776,47.0659,36.27,94,100,3.0,RU,2022-05-24 17:36:26
341,Coquimbo,-29.9533,-71.3436,56.93,94,75,13.8,CL,2022-05-24 17:32:17
342,Nemuro,43.3236,145.575,44.06,82,4,2.93,JP,2022-05-24 17:36:26
343,Erzin,36.9559,36.2,66.51,80,54,2.95,TR,2022-05-24 17:36:27
344,Ankang,32.68,109.0172,72.66,75,94,1.03,CN,2022-05-24 17:36:27
345,Yulara,-25.2406,130.9889,61.14,58,41,5.86,AU,2022-05-24 17:36:27
346,Tula,54.2044,37.6111,41.43,80,83,5.61,RU,2022-05-24 17:35:28
347,Tupik,54.4253,119.9327,45.68,74,85,4.03,RU,2022-05-24 17:36:28
348,Isangel,-19.55,169.2667,71.6,88,100,9.95,VU,2022-05-24 17:36:29
349,Kaabong,3.4836,34.1492,65.44,83,89,1.45,UG,2022-05-24 17:36:29
350,Champasak,14.75,106.0,72.91,99,100,0.76,LA,2022-05-24 17:36:30
351,Freeport,40.6576,-73.5832,70.3,55,20,17.27,US,2022-05-24 17:36:30
352,Turukhansk,65.8167,87.9833,50.99,67,77,4.32,RU,2022-05-24 17:36:31
353,Grakhovo,56.0502,51.9676,44.2,91,100,3.62,RU,2022-05-24 17:36:31
354,Korla,41.7597,86.1469,83.79,15,100,13.27,CN,2022-05-24 17:36:31
355,Aswan,24.0934,32.907,90.7,12,0,11.5,EG,2022-05-24 17:36:32
356,Mancio Lima,-7.6142,-72.8958,87.87,62,75,0.0,BR,2022-05-24 17:36:32
357,Mykhaylivka,47.2724,35.2224,54.52,66,38,7.74,UA,2022-05-24 17:36:33
358,Kerrville,30.0474,-99.1403,83.44,49,0,11.5,US,2022-05-24 17:33:45
359,Tabas,33.5959,56.9244,88.3,7,10,9.1,IR,2022-05-24 17:36:33
360,Cortez,37.3489,-108.5859,62.94,20,0,14.97,US,2022-05-24 17:36:04
361,Dhidhdhoo,6.8833,73.1,83.98,75,100,10.47,MV,2022-05-24 17:36:34
362,Mkushi,-13.6202,29.3939,58.01,61,2,4.97,ZM,2022-05-24 17:36:34
363,Pacific Grove,36.6177,-121.9166,74.8,75,0,11.01,US,2022-05-24 17:33:18
364,Geraldton,-28.7667,114.6,59.41,94,75,4.61,AU,2022-05-24 17:37:35
365,Brus Laguna,15.75,-84.4833,81.73,81,74,7.7,HN,2022-05-24 17:37:35
366,Katangli,51.7102,143.2326,41.27,96,100,8.55,RU,2022-05-24 17:37:36
367,Verkhniy Uslon,55.7701,48.9823,46.62,72,100,3.8,RU,2022-05-24 17:37:36
368,Karakol,42.4907,78.3936,56.97,66,100,2.08,KG,2022-05-24 17:37:36
369,Trelew,-43.249,-65.3051,50.23,26,82,22.3,AR,2022-05-24 17:37:37
370,Rocha,-34.4833,-54.3333,67.39,64,95,7.27,UY,2022-05-24 17:37:37
371,Sistranda,63.7256,8.834,58.96,63,100,19.55,NO,2022-05-24 17:37:37
372,Poso,-1.3959,120.7524,78.28,78,100,3.38,ID,2022-05-24 17:37:38
373,Aboso,5.3617,-1.9473,74.68,94,95,5.66,GH,2022-05-24 17:37:38
374,Fairbanks,64.8378,-147.7164,53.1,43,20,4.61,US,2022-05-24 17:33:28
375,Joshimath,30.5667,79.5667,49.68,68,25,7.47,IN,2022-05-24 17:37:38
376,Novyy Buh,47.6931,32.5216,56.86,55,77,6.93,UA,2022-05-24 17:37:39
377,Kloulklubed,7.0419,134.2556,73.9,78,100,16.26,PW,2022-05-24 17:37:39
378,Sioux Lookout,50.1001,-91.917,66.27,45,40,11.5,CA,2022-05-24 17:37:40
379,Gua Musang,4.8823,101.9644,74.86,99,100,2.35,MY,2022-05-24 17:37:40
380,Hommelvik,63.4108,10.7942,60.76,46,75,3.44,NO,2022-05-24 17:37:40
381,Samarai,-10.6167,150.6667,81.14,79,27,9.13,PG,2022-05-24 17:37:41
382,Fort Nelson,58.8053,-122.7002,40.59,87,100,4.61,CA,2022-05-24 17:37:41
383,Phalaborwa,-23.943,31.1411,72.68,61,0,4.41,ZA,2022-05-24 17:37:41
384,Plerin,48.5425,-2.7798,61.45,62,75,10.36,FR,2022-05-24 17:37:42
385,Tura,25.5198,90.2201,74.01,82,0,4.36,IN,2022-05-24 17:37:42
386,Gra Liyia,35.0167,25.6833,71.13,78,3,1.99,GR,2022-05-24 17:37:42
387,Richards Bay,-28.783,32.0377,65.14,77,14,5.48,ZA,2022-05-24 17:37:43
388,Nangong,37.3581,115.3744,76.5,46,55,8.95,CN,2022-05-24 17:37:43
389,Andenes,69.3143,16.1194,57.18,62,75,9.22,NO,2022-05-24 17:37:44
390,Port Blair,11.6667,92.75,82.44,83,75,8.05,IN,2022-05-24 17:33:18
391,Pimenta Bueno,-11.6725,-61.1936,89.11,40,23,4.36,BR,2022-05-24 17:37:44
392,Souillac,-20.5167,57.5167,75.58,69,40,8.05,MU,2022-05-24 17:37:45
393,Castro,-24.7911,-50.0119,70.34,47,0,7.38,BR,2022-05-24 17:37:45
394,Leh,34.1667,77.5833,48.72,52,87,6.11,IN,2022-05-24 17:37:45
395,Litovko,49.2361,135.1742,43.86,93,100,4.61,RU,2022-05-24 17:37:46
396,Fenyi,27.8112,114.6681,64.96,98,97,0.43,CN,2022-05-24 17:37:46
397,Vardo,70.3705,31.1107,39.18,87,0,13.8,NO,2022-05-24 17:37:46
398,Seddon,-37.8068,144.8916,53.22,87,10,5.84,AU,2022-05-24 17:37:47
399,Fukue,32.6881,128.8419,67.82,73,86,3.69,JP,2022-05-24 17:37:47
400,Saint Anthony,45.0205,-93.218,68.34,38,0,12.66,US,2022-05-24 17:37:47
401,Aklavik,68.2191,-135.0107,43.43,51,25,16.67,CA,2022-05-24 17:37:48
402,Panlaitan,12.1191,119.8486,83.28,74,46,4.29,PH,2022-05-24 17:37:48
403,Valleyview,55.0667,-117.2859,57.24,44,27,11.5,CA,2022-05-24 17:37:48
404,Vinh,18.6667,105.6667,77.77,96,100,4.65,VN,2022-05-24 17:37:49
405,Boende,-0.2167,20.8667,70.07,99,100,0.85,CD,2022-05-24 17:37:49
406,Sitka,57.0531,-135.33,46.29,76,75,0.0,US,2022-05-24 17:37:49
407,Pucallpa,-8.3791,-74.5539,78.84,94,75,5.75,PE,2022-05-24 17:37:50
408,Moranbah,-22.0016,148.0466,60.85,94,83,9.86,AU,2022-05-24 17:37:50
409,Svetlyy,54.675,20.1347,68.05,95,100,10.65,RU,2022-05-24 17:37:51
410,Hirtshals,57.5881,9.9592,53.74,90,100,8.52,DK,2022-05-24 17:37:51
411,Changji,44.0167,87.3167,79.59,31,0,6.71,CN,2022-05-24 17:38:51
412,Lanzhou,36.0564,103.7922,67.46,40,58,5.48,CN,2022-05-24 17:35:57
413,Winnemucca,40.973,-117.7357,66.25,27,0,11.5,US,2022-05-24 17:38:52
414,Porto Novo,6.4965,2.6036,84.02,80,100,6.17,BJ,2022-05-24 17:38:52
415,Dmitriyevskaya,45.6564,40.7653,52.65,92,100,5.26,RU,2022-05-24 17:38:52
416,Lichinga,-13.3128,35.2406,66.29,82,75,11.5,MZ,2022-05-24 17:38:53
417,Gusau,12.1628,6.6614,96.26,19,47,3.65,NG,2022-05-24 17:38:53
418,Katsuura,35.1333,140.3,65.1,85,27,8.34,JP,2022-05-24 17:36:36
419,Foumban,5.7291,10.9001,66.11,90,46,1.36,CM,2022-05-24 17:38:54
420,Tukrah,32.5341,20.5791,73.13,36,0,11.01,LY,2022-05-24 17:38:54
421,Mandurah,-32.55,115.7,58.93,78,41,8.95,AU,2022-05-24 17:38:54
422,Shenjiamen,29.9576,122.298,65.07,95,100,7.43,CN,2022-05-24 17:38:55
423,Bilibino,68.0546,166.4372,43.75,81,63,19.48,RU,2022-05-24 17:38:55
424,Hudson Bay,52.85,-102.3842,57.04,50,71,9.31,CA,2022-05-24 17:38:55
425,Auriflama,-20.6856,-50.5547,85.62,24,0,8.34,BR,2022-05-24 17:38:56
426,Yerbogachen,61.2767,108.0108,50.65,65,93,4.97,RU,2022-05-24 17:38:56
427,Vung Tau,10.346,107.0843,81.79,83,99,12.39,VN,2022-05-24 17:38:57
428,Chekmagush,55.1319,54.6556,48.7,89,100,4.9,RU,2022-05-24 17:38:57
429,Ngunguru,-35.6167,174.5,54.79,84,64,8.99,NZ,2022-05-24 17:38:57
430,Fairlie,55.756,-4.8556,59.4,76,17,5.01,GB,2022-05-24 17:38:58
431,Bolshaya Dzhalga,45.9695,42.6966,57.33,59,100,4.56,RU,2022-05-24 17:38:58
432,Pochinki,54.6988,44.8668,37.98,92,100,5.46,RU,2022-05-24 17:38:58
433,Tommot,58.9564,126.2925,48.16,95,96,6.04,RU,2022-05-24 17:38:59
434,Jaffna,9.6685,80.0074,82.62,84,98,24.02,LK,2022-05-24 17:38:59
435,Shache,38.4167,77.2406,70.72,29,89,1.48,CN,2022-05-24 17:38:59
436,Derbent,42.0678,48.2899,59.7,76,98,2.44,RU,2022-05-24 17:39:00
437,Vrises,35.492,23.8899,75.96,61,0,4.56,GR,2022-05-24 17:39:00
438,Ouadda,8.0777,22.4007,72.23,83,100,4.47,CF,2022-05-24 17:39:01
439,Veraval,20.9,70.3667,85.42,67,91,11.83,IN,2022-05-24 17:39:01
440,Banda Aceh,5.5577,95.3222,81.07,81,93,13.73,ID,2022-05-24 17:39:02
441,Hirna,9.2167,41.1,64.89,64,81,7.9,ET,2022-05-24 17:39:02
442,Katakwi,1.8911,33.9661,65.8,89,96,3.18,UG,2022-05-24 17:39:02
443,Hualmay,-11.0964,-77.6139,69.12,70,25,10.98,PE,2022-05-24 17:39:03
444,Yurga,55.7231,84.8861,56.86,56,78,7.29,RU,2022-05-24 17:39:03
445,Amahai,-3.3333,128.9167,76.5,89,100,6.64,ID,2022-05-24 17:39:03
446,Brookings,44.3114,-96.7984,65.37,41,0,19.57,US,2022-05-24 17:38:06
447,Launceston,-41.45,147.1667,44.15,93,100,6.91,AU,2022-05-24 17:39:04
448,Nador,35.174,-2.9287,80.67,64,0,18.41,MA,2022-05-24 17:39:04
449,Rosarito,32.3333,-117.0333,70.25,71,18,7.76,MX,2022-05-24 17:39:05
450,Nouadhibou,20.931,-17.0347,71.58,68,3,21.85,MR,2022-05-24 17:39:05
451,Baculin,7.4525,126.5842,78.76,76,100,3.76,PH,2022-05-24 17:39:05
452,Watford,51.6553,-0.396,62.69,63,40,6.91,GB,2022-05-24 17:39:06
453,Sika,13.3546,-16.345,80.74,57,45,16.6,GM,2022-05-24 17:39:06
454,Ruteng,-8.6136,120.4721,63.46,95,100,3.04,ID,2022-05-24 17:39:07
455,Yeniseysk,58.4497,92.1703,55.62,63,87,3.11,RU,2022-05-24 17:39:07
456,Mishelevka,52.8575,103.1719,54.84,51,35,2.68,RU,2022-05-24 17:39:07
457,Komsomolskiy,40.4272,71.7189,68.72,49,0,4.61,UZ,2022-05-24 17:39:08
458,Boone,39.0334,-92.3335,66.99,61,100,14.56,US,2022-05-24 17:40:08
459,Payakumbuh,-0.2202,100.6308,70.9,99,95,3.24,ID,2022-05-24 17:40:09
460,Tshela,-4.9833,12.9333,70.79,88,85,0.81,CD,2022-05-24 17:40:09
461,Uvaly,50.0739,14.7308,62.67,88,0,8.05,CZ,2022-05-24 17:40:10
462,Mikhaylovka,50.06,43.2379,55.26,51,75,7.11,RU,2022-05-24 17:40:10
463,Moosomin,50.1333,-101.6677,65.26,39,7,7.67,CA,2022-05-24 17:40:11
464,Anadyr,64.75,177.4833,45.1,61,0,11.18,RU,2022-05-24 17:40:11
465,Jurm,36.8648,70.8342,66.16,36,0,3.53,AF,2022-05-24 17:40:11
466,Tocopilla,-22.092,-70.1979,67.03,70,8,5.35,CL,2022-05-24 17:40:12
467,Arlit,18.7369,7.3853,95.9,9,10,4.45,NE,2022-05-24 17:40:12
468,Santa Rosa,14.3122,121.1114,84.18,82,71,3.22,PH,2022-05-24 17:40:13
469,Mareeba,-17.0,145.4333,66.43,92,63,2.13,AU,2022-05-24 17:40:13
470,Najran,17.4924,44.1277,90.25,8,4,5.79,SA,2022-05-24 17:36:43
471,Alamor,-4.0181,-80.0197,72.84,62,36,5.28,EC,2022-05-24 17:40:14
472,Pechora,65.1472,57.2244,46.83,65,66,5.64,RU,2022-05-24 17:40:14
473,Narsaq,60.9167,-46.05,43.02,49,37,10.87,GL,2022-05-24 17:40:14
474,Acapulco,16.8634,-99.8901,85.82,66,40,6.91,MX,2022-05-24 17:38:15
475,Aykhal,66.0,111.5,34.93,64,100,7.18,RU,2022-05-24 17:40:15
476,Kruisfontein,-34.0033,24.7314,63.88,92,98,8.79,ZA,2022-05-24 17:40:15
477,Vanimo,-2.6741,141.3028,77.88,91,98,5.39,PG,2022-05-24 17:40:16
478,Porto Santo,33.072,-16.3415,68.38,64,40,16.11,PT,2022-05-24 17:40:16
479,Taoudenni,22.6783,-3.9836,107.06,6,0,13.06,ML,2022-05-24 17:40:16
480,Tandil,-37.3217,-59.1332,56.12,60,72,3.71,AR,2022-05-24 17:35:45
481,Siderno,38.2779,16.302,72.66,62,0,3.15,IT,2022-05-24 17:40:17
482,Dukat,62.55,155.55,32.09,89,100,5.55,RU,2022-05-24 17:40:17
483,Tarkwa,5.3064,-1.9847,74.82,93,97,6.17,GH,2022-05-24 17:40:18
484,Bambous Virieux,-20.3428,57.7575,75.45,69,40,8.05,MU,2022-05-24 17:40:18
485,Grootfontein,-19.5667,18.1167,58.35,34,0,2.64,NA,2022-05-24 17:40:19
486,Shizunai,42.3339,142.3669,53.06,90,46,3.24,JP,2022-05-24 17:36:01
487,Saint-Joseph,-21.3667,55.6167,70.18,77,40,11.27,RE,2022-05-24 17:40:19
488,Kholm,59.2667,32.85,43.86,66,100,4.32,RU,2022-05-24 17:40:20
489,Oranjemund,-28.55,16.4333,57.38,85,0,6.33,NA,2022-05-24 17:40:20
490,Cururupu,-1.8283,-44.8683,79.79,87,85,3.62,BR,2022-05-24 17:40:20
491,Ust-Tsilma,65.441,52.1498,44.53,70,56,5.53,RU,2022-05-24 17:40:21
492,Curuguaty,-24.4694,-55.6945,80.01,46,0,7.16,PY,2022-05-24 17:40:21
493,De Aar,-30.6497,24.0123,58.14,52,4,6.78,ZA,2022-05-24 17:40:22
494,Boa Esperanca Do Sul,-21.9925,-48.3908,81.03,31,0,4.23,BR,2022-05-24 17:40:22
495,Aranos,-24.1333,19.1167,65.82,22,0,8.16,NA,2022-05-24 17:40:23
496,Krasnyy Chikoy,50.3643,108.7512,47.39,52,35,2.1,RU,2022-05-24 17:40:23
497,Atambua,-9.1061,124.8925,74.32,88,89,3.78,ID,2022-05-24 17:40:23
498,Srednekolymsk,67.45,153.6833,43.0,79,55,7.16,RU,2022-05-24 17:40:24
499,Holme,56.1138,10.1725,56.17,87,78,12.68,DK,2022-05-24 17:40:24
500,Posse,-14.0931,-46.3694,84.54,25,0,8.14,BR,2022-05-24 17:40:25
501,Kahama,-3.8333,32.6,73.11,41,100,3.71,TZ,2022-05-24 17:40:25
502,Alexandria,31.2156,29.9553,75.16,57,0,10.36,EG,2022-05-24 17:38:55
503,Tiznit,29.5833,-9.5,68.34,64,20,9.01,MA,2022-05-24 17:40:25
504,Touros,-5.1989,-35.4608,80.15,80,27,10.8,BR,2022-05-24 17:41:26
505,Seoul,37.5683,126.9778,62.2,78,20,4.61,KR,2022-05-24 17:36:58
506,Benemerito De Las Americas,16.5167,-90.6439,93.74,44,87,2.28,MX,2022-05-24 17:41:27
507,Luanda,-8.8368,13.2343,77.0,73,40,11.5,AO,2022-05-24 17:41:28
508,San Andres,12.5847,-81.7006,87.82,70,40,10.36,CO,2022-05-24 17:41:29
509,Beloha,-25.1667,45.05,69.03,88,0,3.09,MG,2022-05-24 17:41:29
510,Montoro,38.0241,-4.3834,81.28,22,79,14.03,ES,2022-05-24 17:41:30
511,Bose,45.4612,8.0137,67.73,87,98,1.1,IT,2022-05-24 17:41:30
512,Borgo San Lorenzo,43.9553,11.3835,78.8,62,71,7.36,IT,2022-05-24 17:41:30
513,Chapais,49.7834,-74.8492,60.58,28,9,9.64,CA,2022-05-24 17:41:31
514,Sladkovo,55.5284,70.3385,63.23,53,37,6.4,RU,2022-05-24 17:41:31
515,Weligama,5.9667,80.4167,77.74,87,100,10.78,LK,2022-05-24 17:41:32
516,Troy,42.6056,-83.1499,69.48,48,0,3.44,US,2022-05-24 17:38:22
517,Kokoda,-8.8785,147.7407,72.79,92,64,2.06,PG,2022-05-24 17:41:32
518,Ardesen,41.1911,40.9875,57.61,73,86,8.16,TR,2022-05-24 17:41:32
519,Matara,5.9485,80.5353,77.61,88,100,10.65,LK,2022-05-24 17:41:33
520,Broken Hill,-31.95,141.4333,58.57,73,100,9.46,AU,2022-05-24 17:41:33
521,Aviles,43.5547,-5.9248,60.93,73,40,12.66,ES,2022-05-24 17:41:33
522,Westport,41.1415,-73.3579,71.31,61,0,16.11,US,2022-05-24 17:40:58
523,Mangrol,21.1167,70.1167,84.47,72,89,12.15,IN,2022-05-24 17:41:34
524,Teguise,29.0605,-13.564,71.82,53,20,24.16,ES,2022-05-24 17:41:34
525,Bardiyah,31.7561,25.0865,70.39,58,0,5.88,LY,2022-05-24 17:41:35
526,San Policarpo,12.1791,125.5072,81.37,80,54,5.7,PH,2022-05-24 17:41:37
527,Izhma,65.0083,53.9113,48.11,70,91,8.25,RU,2022-05-24 17:41:38
528,Panacan,9.2463,118.4082,81.54,76,85,1.34,PH,2022-05-24 17:41:38
529,Rawson,-43.3002,-65.1023,50.0,29,89,22.97,AR,2022-05-24 17:39:44
530,Palauig,15.435,119.9045,81.91,78,46,4.74,PH,2022-05-24 17:41:39
531,Sao Joao Da Barra,-21.6403,-41.0511,77.09,74,56,9.62,BR,2022-05-24 17:41:39
532,Sisimiut,66.9395,-53.6735,27.23,82,100,10.89,GL,2022-05-24 17:41:39
533,Merauke,-8.4667,140.3333,78.71,84,69,11.63,ID,2022-05-24 17:41:40
534,Chimoio,-19.1164,33.4833,60.66,94,0,8.05,MZ,2022-05-24 17:41:40
535,Muzaffarabad,34.37,73.4711,70.12,51,56,4.32,PK,2022-05-24 17:41:40
536,Kazachinskoye,57.6953,93.2761,54.77,59,28,0.13,RU,2022-05-24 17:41:41
