WeatherPy_Database.csv,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
80,Marsh Harbour,BS,26.5412,-77.0636,74.88,83,100,30.11,moderate rain
81,Veraval,IN,20.9,70.3667,80.94,82,79,11.32,broken clouds
82,Yellowknife,CA,62.456,-114.3525,73.56,27,12,17.0,few clouds
83,Khatanga,RU,71.9667,102.5,27.18,88,100,13.82,light snow
84,Leningradskiy,RU,69.3833,178.4167,35.38,75,99,4.9,overcast clouds
85,Nemuro,JP,43.3236,145.575,44.73,94,100,20.69,light rain
86,Santa Lucia,ES,27.9117,-15.5407,61.92,68,20,23.02,few clouds
87,Cape Town,ZA,-33.9258,18.4232,60.91,85,100,13.0,overcast clouds
88,Necochea,AR,-38.5473,-58.7368,48.92,72,100,8.79,overcast clouds
89,Baghdad,IQ,33.3406,44.4009,99.19,9,100,5.7,overcast clouds
90,Dharchula,IN,29.85,80.5333,69.78,26,56,7.45,broken clouds
91,Bainbridge,US,47.6262,-122.5212,73.83,63,75,9.22,light rain
92,Saint-Philippe,RE,-21.3585,55.7679,72.99,79,46,14.74,light rain
93,Pueblo Nuevo,MX,23.3833,-105.3833,66.96,69,31,3.09,scattered clouds
94,New Norfolk,AU,-42.7826,147.0587,45.9,88,100,0.81,light rain
95,Chaiyaphum,TH,15.75,102.0,83.05,86,100,6.53,overcast clouds
96,Kieta,PG,-6.2167,155.6333,82.71,73,44,3.74,light rain
97,Kapaa,US,22.0752,-159.319,81.48,70,0,10.36,clear sky
98,Tura,IN,25.5198,90.2201,71.71,95,73,5.39,light rain
99,Hamilton,US,39.1834,-84.5333,83.25,33,40,8.05,scattered clouds
100,Airai,TL,-8.9266,125.4092,59.34,90,99,1.54,overcast clouds
101,Santa Cruz Do Sul,BR,-29.7175,-52.4258,58.23,86,93,3.83,overcast clouds
102,Tezu,IN,27.9167,96.1667,74.52,98,100,3.58,overcast clouds
103,Jacareacanga,BR,-6.2222,-57.7528,78.48,72,44,1.92,scattered clouds
104,Umm Lajj,SA,25.0213,37.2685,86.0,46,99,7.18,overcast clouds
105,Longyearbyen,SJ,78.2186,15.6401,34.68,90,89,6.53,overcast clouds
106,Salalah,OM,17.0151,54.0924,84.29,79,20,1.14,few clouds
107,Georgetown,MY,5.4112,100.3354,78.73,89,20,0.0,light rain
108,Taoudenni,ML,22.6783,-3.9836,102.02,9,38,6.64,scattered clouds
109,Chalus,IR,36.655,51.4204,77.0,48,4,3.18,clear sky
110,Aksarka,RU,66.5606,67.7975,33.06,62,12,14.0,few clouds
111,Wagar,SD,16.1525,36.2032,93.45,19,3,8.46,clear sky
112,Severo-Kurilsk,RU,50.6789,156.125,45.79,83,68,4.85,broken clouds
113,Castro,BR,-24.7911,-50.0119,53.42,91,72,5.64,broken clouds
114,Tabas,IR,33.5959,56.9244,80.56,17,0,1.63,clear sky
115,Jamestown,US,42.097,-79.2353,65.52,29,0,8.05,clear sky
116,Puerto Ayora,EC,-0.7393,-90.3518,76.96,84,93,10.07,overcast clouds
117,Dikson,RU,73.5069,80.5464,28.78,97,98,7.61,light snow
118,Cabo San Lucas,MX,22.8909,-109.9124,84.61,62,2,14.14,clear sky
119,Avarua,CK,-21.2078,-159.775,78.85,89,40,18.41,scattered clouds
120,Lagoa,PT,39.05,-27.9833,63.43,96,81,18.77,broken clouds
121,Pishin,PK,30.5803,66.9961,69.73,12,0,1.01,clear sky
122,Upington,ZA,-28.4478,21.2561,59.13,35,0,5.35,clear sky
123,Muncar,ID,-8.4333,114.3333,75.72,92,25,0.38,scattered clouds
124,Gold Coast,AU,-28.0,153.4333,57.18,94,94,2.3,overcast clouds
125,Mandiana,GN,10.6333,-8.6833,83.14,51,73,9.26,broken clouds
126,Benguela,AO,-12.5763,13.4055,74.17,59,70,1.9,broken clouds
127,Akhtanizovskaya,RU,45.32,37.1,68.47,84,1,17.54,clear sky
128,Jieshi,CN,22.8134,115.8257,80.28,89,83,12.3,broken clouds
129,Paamiut,GL,61.994,-49.6678,40.42,72,0,7.94,clear sky
130,Arraial Do Cabo,BR,-22.9661,-42.0278,68.27,64,100,10.31,overcast clouds
131,Upernavik,GL,72.7868,-56.1549,32.05,79,4,14.32,clear sky
132,Mosquera,CO,4.7059,-74.2302,57.29,88,100,4.61,light intensity drizzle
133,Bredasdorp,ZA,-34.5322,20.0403,55.87,84,100,5.06,overcast clouds
134,Praia,CV,14.9215,-23.5087,73.15,79,3,16.49,clear sky
135,Yumen,CN,40.2833,97.2,63.97,22,49,7.09,scattered clouds
136,Juneau,US,58.3019,-134.4197,60.8,91,75,23.02,broken clouds
137,Xapuri,BR,-10.6517,-68.5044,77.65,80,78,1.39,broken clouds
138,Suoyarvi,RU,62.0833,32.35,46.69,98,92,4.12,overcast clouds
139,Kemijarvi,FI,66.7131,27.4306,50.4,91,73,4.07,broken clouds
140,Henties Bay,NA,-22.116,14.2845,67.51,43,23,3.62,few clouds
141,Te Anau,NZ,-45.4167,167.7167,44.02,83,100,3.38,overcast clouds
142,Coquimbo,CL,-29.9533,-71.3436,60.62,56,100,3.42,overcast clouds
143,Porto Nacional,BR,-10.7081,-48.4172,82.4,41,78,0.51,broken clouds
144,Hithadhoo,MV,-0.6,73.0833,83.14,71,87,8.93,overcast clouds
145,Kharp,RU,66.8014,65.8081,35.33,51,27,4.83,scattered clouds
146,Raudeberg,NO,61.9875,5.1352,48.87,94,100,15.7,light rain
147,Awash,ET,8.9833,40.1667,76.12,53,50,5.88,scattered clouds
148,Fairbanks,US,64.8378,-147.7164,77.02,29,75,8.05,broken clouds
149,Tiksi,RU,71.6872,128.8694,51.3,73,100,8.14,overcast clouds
150,Lapua,FI,62.9693,23.0088,53.47,75,100,6.82,overcast clouds
151,Balagansk,RU,54.0103,103.0544,49.57,66,3,1.97,clear sky
152,Najran,SA,17.4924,44.1277,75.47,20,8,2.89,clear sky
153,Nanortalik,GL,60.1432,-45.2371,44.91,57,58,2.77,broken clouds
154,Arman,RU,59.7,150.1667,52.3,78,85,2.42,overcast clouds
155,Nerchinskiy Zavod,RU,51.3088,119.61,52.47,88,100,5.5,overcast clouds
156,Srandakan,ID,-7.9386,110.2506,75.02,92,91,3.24,overcast clouds
157,Dhidhdhoo,MV,6.8833,73.1,82.42,79,16,14.94,few clouds
158,Saint Anthony,US,45.0205,-93.218,72.95,54,0,11.5,clear sky
159,Baruun-Urt,MN,46.6806,113.2792,52.38,83,96,15.48,overcast clouds
160,Cidreira,BR,-30.1811,-50.2056,62.2,79,5,18.41,light rain
161,Alofi,NU,-19.0595,-169.9187,79.2,78,9,13.27,clear sky
162,Iqaluit,CA,63.7506,-68.5145,42.67,70,100,6.2,overcast clouds
163,Waingapu,ID,-9.6567,120.2641,77.22,85,96,3.74,overcast clouds
164,Pedasi,PA,7.5333,-80.0333,84.07,78,93,11.86,overcast clouds
165,Ostrovnoy,RU,68.0531,39.5131,50.41,90,74,10.11,broken clouds
166,Odoyev,RU,53.9393,36.6864,52.61,82,100,3.91,overcast clouds
167,Sitka,US,57.0531,-135.33,53.49,76,100,11.5,light rain
168,Socorro,US,31.6546,-106.3033,98.06,9,20,25.32,few clouds
169,Ngunguru,NZ,-35.6167,174.5,61.12,72,100,11.07,overcast clouds
170,Geraldton,AU,-28.7667,114.6,48.61,71,100,12.66,overcast clouds
171,Sobolevo,RU,54.4299,31.8996,51.87,94,100,6.53,overcast clouds
172,Saint-Joseph,RE,-21.3667,55.6167,71.98,76,21,14.99,light rain
173,Flinders,AU,-34.5833,150.8552,55.38,74,11,1.99,few clouds
174,Victoria,HK,22.2855,114.1577,84.38,82,100,13.0,overcast clouds
175,Dingle,PH,10.9995,122.6711,77.63,85,100,3.6,light rain
176,Santa Marta,CO,11.2408,-74.199,83.37,74,58,3.94,broken clouds
177,Roma,US,43.2128,-75.4557,65.52,43,0,14.97,clear sky
178,Nhulunbuy,AU,-12.2333,136.7667,74.01,94,34,5.75,scattered clouds
179,Kushiro,JP,42.975,144.3747,46.38,85,100,7.78,overcast clouds
180,Eenhana,NA,-17.4667,16.3333,53.08,47,5,7.47,clear sky
181,Asmar,AF,35.0333,71.3581,73.74,32,1,11.03,clear sky
182,Ilulissat,GL,69.2167,-51.1,41.02,65,70,12.66,broken clouds
183,Camacha,PT,33.0833,-16.3333,62.02,77,40,8.05,scattered clouds
184,Porto Novo,BJ,6.4965,2.6036,80.49,78,82,9.33,broken clouds
185,Coihaique,CL,-45.5752,-72.0662,40.95,70,75,2.3,broken clouds
186,Sur,OM,22.5667,59.5289,87.3,50,0,10.58,clear sky
187,Lorengau,PG,-2.0226,147.2712,82.42,67,41,5.86,scattered clouds
188,Cairns,AU,-16.9167,145.7667,68.11,94,75,2.3,broken clouds
189,Chokurdakh,RU,70.6333,147.9167,50.68,37,100,13.38,overcast clouds
190,Zandak,RU,43.0572,46.4567,63.64,64,100,6.76,overcast clouds
191,Narsaq,GL,60.9167,-46.05,62.82,36,5,1.05,clear sky
192,San Quintin,MX,30.4833,-115.95,68.11,67,29,17.96,scattered clouds
193,Churapcha,RU,62.0025,132.4325,69.13,55,47,2.84,scattered clouds
194,Mecca,SA,21.4267,39.8261,90.28,23,0,5.17,clear sky
195,Blairmore,CA,49.6,-114.4353,63.52,77,100,5.1,overcast clouds
196,Mayumba,GA,-3.432,10.6554,73.47,91,84,3.96,broken clouds
197,Madang,PG,-5.2246,145.7966,77.4,88,98,3.11,overcast clouds
198,Marawi,PH,7.9986,124.2928,69.84,91,100,3.15,overcast clouds
199,Ponta Do Sol,PT,32.6667,-17.1,66.83,79,15,4.18,few clouds
200,Kodiak,US,57.79,-152.4072,71.11,30,0,5.75,clear sky
201,Warren,US,39.4334,-84.1666,82.33,29,0,4.61,clear sky
202,Kaitangata,NZ,-46.2817,169.8464,42.78,71,84,6.67,broken clouds
203,Tilichiki,RU,60.4667,166.1,58.44,50,28,1.5,scattered clouds
204,Souillac,MU,-20.5167,57.5167,71.98,78,40,16.11,light rain
205,Cantagallo,CO,7.376,-73.9196,82.6,81,61,1.74,broken clouds
206,San Miguel,SV,13.4833,-88.1833,79.83,90,96,3.31,overcast clouds
207,Yeppoon,AU,-23.1333,150.7333,60.58,79,85,9.44,overcast clouds
208,Mayo,US,38.8876,-76.5119,86.13,40,0,12.66,clear sky
209,Saldanha,ZA,-33.0117,17.9442,60.37,87,100,12.55,overcast clouds
210,Tukrah,LY,32.5341,20.5791,73.63,72,0,7.7,clear sky
211,Vila Franca Do Campo,PT,37.7167,-25.4333,69.19,96,100,10.51,overcast clouds
212,Sangar,RU,63.9242,127.4739,64.27,63,34,5.97,scattered clouds
213,Shambu,ET,9.5667,37.1,53.22,85,75,1.14,light rain
214,Pontarlier,FR,46.8333,6.25,68.14,94,32,4.81,scattered clouds
215,Nsanje,MW,-16.92,35.262,63.79,95,53,2.55,broken clouds
216,Guerrero Negro,MX,27.9769,-114.0611,69.8,63,6,20.45,clear sky
217,Trairi,BR,-3.2778,-39.2689,76.14,85,45,4.68,scattered clouds
218,Contamana,PE,-7.3333,-75.0167,85.26,59,41,1.92,scattered clouds
219,Novobessergenevka,RU,47.1847,38.8462,68.47,85,2,12.88,clear sky
220,Quatre Cocos,MU,-20.2078,57.7625,72.09,73,90,19.26,light rain
221,Oksfjord,NO,70.2396,22.3479,48.38,89,100,6.6,overcast clouds
222,Nampa,US,43.5407,-116.5635,67.71,60,100,3.44,overcast clouds
223,Guanica,PR,17.9716,-66.908,87.51,77,90,13.56,overcast clouds
224,Jelgava,LV,56.65,23.7128,46.44,94,19,3.11,few clouds
225,Fernley,US,39.608,-119.2518,73.04,28,100,5.99,overcast clouds
226,Broken Hill,AU,-31.95,141.4333,50.85,73,100,21.36,overcast clouds
227,Comodoro Rivadavia,AR,-45.8667,-67.5,46.4,57,13,1.12,few clouds
228,Chuy,UY,-33.6971,-53.4616,54.19,79,100,8.5,overcast clouds
229,Campos Belos,BR,-13.0367,-46.7717,74.7,37,20,5.12,few clouds
230,Hlobyne,UA,49.3878,33.2596,57.6,79,100,7.14,overcast clouds
231,Westport,US,41.1415,-73.3579,81.95,64,33,10.0,scattered clouds
232,Ancud,CL,-41.8697,-73.8203,42.22,82,77,3.6,broken clouds
233,Acapulco,MX,16.8634,-99.8901,85.82,70,40,5.75,scattered clouds
234,Hasaki,JP,35.7333,140.8333,66.6,68,100,7.14,overcast clouds
235,Lompoc,US,34.6391,-120.4579,79.7,64,0,19.57,clear sky
236,Harwich,GB,51.9419,1.2844,54.36,86,100,15.01,overcast clouds
237,Chama,CH,47.1821,8.4636,71.55,94,99,1.14,overcast clouds
238,Gat,IL,31.61,34.7642,76.41,52,42,5.39,scattered clouds
239,Faanui,PF,-16.4833,-151.75,80.08,74,47,15.35,light rain
240,Camana,PE,-16.6228,-72.7111,66.16,79,62,2.51,broken clouds
241,Kenai,US,60.5544,-151.2583,77.02,44,20,8.05,few clouds
242,Portland,US,45.5234,-122.6762,64.29,88,100,6.91,overcast clouds
243,Fremont,US,37.5483,-121.9886,78.39,48,20,8.05,few clouds
244,Bryan,US,30.6744,-96.37,91.69,49,75,9.22,broken clouds
245,Zhangjiakou,CN,40.81,114.8794,61.63,29,0,9.64,clear sky
246,Alyangula,AU,-13.8483,136.4192,75.54,85,96,9.51,overcast clouds
247,San Patricio,US,28.017,-97.5169,95.72,50,42,18.14,scattered clouds
248,Beira,MZ,-19.8436,34.8389,67.24,86,20,8.43,light rain
249,Mata,PT,40.683,-7.4592,56.25,95,10,3.87,clear sky
250,Port Augusta,AU,-32.5,137.7667,53.76,63,83,18.97,broken clouds
251,Komsomolskiy,UZ,40.4272,71.7189,69.64,39,1,0.94,clear sky
252,Christchurch,NZ,-43.5333,172.6333,52.92,78,92,11.5,overcast clouds
253,Valleyview,CA,55.0667,-117.2859,68.65,53,93,11.95,overcast clouds
254,Port Elizabeth,ZA,-33.918,25.5701,61.11,91,100,16.11,light rain
255,Price,US,39.5994,-110.8107,81.66,11,0,10.36,clear sky
256,Carbondale,US,37.7273,-89.2168,85.05,35,0,1.01,clear sky
257,General Roca,AR,-39.0333,-67.5833,46.62,53,100,3.98,light rain
258,Kuytun,RU,54.3419,101.5036,45.86,77,89,5.77,overcast clouds
259,Haines Junction,CA,60.7522,-137.5108,72.95,27,68,2.71,broken clouds
260,Nagato,JP,34.3833,131.2,68.2,77,100,12.17,moderate rain
261,Kendari,ID,-3.945,122.4989,73.4,93,40,2.51,scattered clouds
262,Kahului,US,20.8947,-156.47,84.22,63,40,16.11,scattered clouds
263,Yar-Sale,RU,66.8333,70.8333,32.34,62,1,14.18,clear sky
264,Bud,US,39.447,-86.1758,84.15,27,16,2.8,few clouds
265,Maniitsoq,GL,65.4167,-52.9,48.18,59,1,4.38,clear sky
266,Sivas,TR,39.7916,37.0019,59.4,91,66,2.1,broken clouds
267,Igrim,RU,63.1906,64.4162,35.31,55,17,5.48,few clouds
268,Bonavista,CA,48.6499,-53.1147,40.64,93,100,20.0,light rain
269,Witu,KE,-2.3889,40.4382,74.95,87,62,9.51,light rain
270,Kaduqli,SD,11.0167,29.7167,87.39,38,98,4.63,overcast clouds
271,Rehoboth,NA,-23.3167,17.0833,50.56,35,55,5.84,broken clouds
272,Yashkul,RU,46.1711,45.3435,73.56,34,56,9.55,broken clouds
273,Asau,RO,46.4333,26.4,64.96,100,100,5.06,overcast clouds
274,Inuvik,CA,68.3499,-133.7218,38.46,56,99,8.81,overcast clouds
275,Sungairaya,ID,0.7,108.9,77.05,86,26,2.04,scattered clouds
276,Krasnoselkup,RU,65.7,82.4667,35.67,91,74,12.66,broken clouds
277,Placido De Castro,BR,-10.3353,-67.1856,78.55,75,74,0.63,broken clouds
278,Taizhou,CN,32.4933,119.9106,73.35,97,100,5.48,overcast clouds
279,Esperance,AU,-33.8667,121.9,55.58,71,99,18.75,overcast clouds
280,Vanimo,PG,-2.6741,141.3028,78.03,85,98,4.45,overcast clouds
281,Kyabe,TD,9.4515,18.9449,74.26,78,99,4.03,overcast clouds
282,Calama,CL,-22.4667,-68.9333,61.29,21,0,14.97,clear sky
283,Alice Springs,AU,-23.7,133.8833,53.15,94,100,0.0,overcast clouds
284,Aklavik,CA,68.2191,-135.0107,37.72,61,100,8.84,overcast clouds
285,Vila Do Maio,CV,15.1333,-23.2167,73.22,83,3,17.9,clear sky
286,Lebu,CL,-37.6167,-73.65,50.88,95,100,8.32,overcast clouds
287,Kaniama,CD,-7.5667,24.1833,68.11,57,45,5.26,scattered clouds
288,Ushtobe,KZ,45.2514,77.9838,62.15,54,78,10.27,broken clouds
289,Torbay,CA,47.6666,-52.7314,46.53,76,100,7.0,overcast clouds
290,Mandalgovi,MN,45.7625,106.2708,47.73,45,0,9.6,clear sky
291,Tenosique,MX,17.4833,-91.4333,88.92,51,15,6.82,few clouds
292,Erenhot,CN,43.6475,111.9767,55.53,46,2,16.44,clear sky
293,Fortuna,US,40.5982,-124.1573,64.74,59,75,21.85,moderate rain
294,Muros,ES,42.7762,-9.0603,63.09,79,9,5.97,clear sky
295,Marsa Matruh,EG,31.3525,27.2453,71.51,83,0,4.09,clear sky
296,Mukhtolovo,RU,55.4644,43.1953,55.24,75,99,4.07,overcast clouds
297,Pedernales,DO,18.0384,-71.744,84.92,69,99,10.6,overcast clouds
298,Takoradi,GH,4.8845,-1.7554,79.48,84,100,9.1,overcast clouds
299,Touros,BR,-5.1989,-35.4608,76.93,85,80,7.54,broken clouds
300,Mahebourg,MU,-20.4081,57.7,72.25,78,40,16.11,scattered clouds
301,Bridgetown,BB,13.1,-59.6167,82.89,78,40,19.57,scattered clouds
302,Waipawa,NZ,-41.4122,175.5153,45.18,70,100,5.93,overcast clouds
303,Singapore,SG,1.2897,103.8501,80.46,88,75,0.0,broken clouds
304,Seinajoki,FI,62.7945,22.8282,53.35,60,0,6.91,clear sky
305,Manokwari,ID,-0.8667,134.0833,78.57,78,100,7.94,moderate rain
306,Bac Lieu,VN,9.285,105.7244,78.8,82,59,4.94,broken clouds
307,Clyde River,CA,70.4692,-68.5914,31.82,92,100,5.55,overcast clouds
308,Uray,RU,60.1247,64.7758,38.44,60,5,5.23,clear sky
309,Natitingou,BJ,10.3042,1.3796,74.88,80,95,6.53,overcast clouds
310,Jaguarari,BR,-10.2639,-40.1958,71.78,69,94,7.47,overcast clouds
311,Dingli,MT,35.8614,14.3822,78.96,34,0,4.61,clear sky
312,Anadyr,RU,64.75,177.4833,40.33,62,44,4.85,scattered clouds
313,Russell,US,32.3502,-85.1999,84.11,59,92,3.4,overcast clouds
314,Privas,FR,44.5833,4.5,69.53,70,50,3.98,scattered clouds
315,Torbat-E Jam,IR,35.244,60.6225,69.06,15,0,11.99,clear sky
316,Kismayo,SO,-0.3582,42.5454,75.92,87,20,10.16,moderate rain
317,Ust-Koksa,RU,50.2696,85.6108,41.2,94,56,3.44,broken clouds
318,Cherskiy,RU,68.75,161.3,38.35,58,10,15.64,clear sky
319,Cheltenham,GB,51.9,-2.0833,56.37,76,96,5.01,overcast clouds
320,Sibu,MY,2.3,111.8167,72.77,99,81,2.17,broken clouds
321,Nome,US,64.5011,-165.4064,67.15,47,0,10.36,clear sky
322,Kaeo,NZ,-35.1,173.7833,61.14,70,100,7.47,overcast clouds
323,Ishigaki,JP,24.3448,124.1572,83.05,89,99,18.7,overcast clouds
324,Pitanga,BR,-24.7572,-51.7614,56.17,84,84,5.08,broken clouds
325,Lata,PT,40.1629,-8.3327,56.82,96,11,0.96,few clouds
326,Bethel,US,41.3712,-73.414,80.69,43,0,5.75,clear sky
327,Buraydah,SA,26.326,43.975,89.65,7,0,7.52,clear sky
328,Kysyl-Syr,RU,63.8986,122.7617,61.83,64,15,3.22,few clouds
329,Cloquet,US,46.7216,-92.4594,76.8,19,15,12.66,few clouds
330,Beloha,MG,-25.1667,45.05,64.51,83,10,9.4,clear sky
331,Noumea,NC,-22.2763,166.4572,73.0,99,4,0.02,clear sky
332,Tagudin,PH,16.9355,120.4442,77.88,82,99,4.56,overcast clouds
333,Nuevitas,CU,21.5453,-77.2644,81.97,72,99,14.54,overcast clouds
334,Banda Aceh,ID,5.5577,95.3222,80.42,77,100,7.72,light rain
335,Nanakuli,US,21.3906,-158.1547,84.15,51,75,8.05,broken clouds
336,La Paz,BO,-16.5,-68.15,48.58,73,94,4.45,overcast clouds
337,Letka,RU,59.6011,49.4232,48.94,98,20,5.12,few clouds
338,Batagay-Alyta,RU,67.8006,130.4114,60.8,49,28,3.62,scattered clouds
339,Mabaruma,GY,8.2,-59.7833,76.42,89,63,5.08,broken clouds
340,Worland,US,44.0169,-107.9554,77.67,37,0,6.91,clear sky
341,Lewistown,US,40.5992,-77.5714,80.73,59,0,8.05,clear sky
342,Bahadurgarh,IN,28.6833,76.9167,97.34,13,2,7.05,clear sky
343,Carolina,PR,18.3808,-65.9574,87.69,69,20,11.5,few clouds
344,Ahipara,NZ,-35.1667,173.1667,60.48,71,100,9.26,overcast clouds
345,Sherlovaya Gora,RU,50.5667,116.25,51.26,80,100,17.87,overcast clouds
346,Lubango,AO,-14.9172,13.4925,53.47,49,56,5.01,broken clouds
347,Constitucion,CL,-35.3333,-72.4167,55.81,86,100,22.37,overcast clouds
348,Tshikapa,CD,-6.4167,20.8,72.55,51,2,3.27,clear sky
349,Kavieng,PG,-2.5744,150.7967,82.54,68,57,7.78,broken clouds
350,Plettenberg Bay,ZA,-34.0527,23.3716,60.82,77,100,3.74,light rain
351,Cam Ranh,VN,11.9214,109.1591,76.96,88,40,2.3,scattered clouds
352,Severnyy,RU,50.677,36.5532,53.94,86,47,6.93,scattered clouds
353,Santa Maria Chiquimula,GT,15.0303,-91.3292,58.89,82,95,2.57,overcast clouds
354,Bam,IR,29.106,58.357,78.98,15,0,8.03,clear sky
355,Aquiraz,BR,-3.9014,-38.3911,79.18,83,97,4.76,overcast clouds
356,Shediac,CA,46.2198,-64.5411,53.74,68,71,6.69,broken clouds
357,Yemelyanovo,RU,56.1681,92.6767,34.61,100,89,0.0,overcast clouds
358,Severnoye,RU,56.3491,78.3619,32.36,95,75,5.53,broken clouds
359,Alvorada,BR,-12.48,-49.1247,79.75,32,11,3.42,few clouds
360,Okhotsk,RU,59.3833,143.3,52.56,69,59,1.57,broken clouds
361,Quang Ngai,VN,15.1167,108.8,76.87,78,77,5.53,broken clouds
362,Warmbad,NA,-28.45,18.7333,60.64,29,1,10.94,clear sky
363,Goranboy,AZ,40.6103,46.7897,75.49,45,100,4.43,overcast clouds
364,Luanda,AO,-8.8368,13.2343,70.97,88,5,8.75,clear sky
365,Sorland,NO,67.667,12.6934,42.66,68,80,30.62,broken clouds
366,Klaksvik,FO,62.2266,-6.589,47.32,90,100,2.91,light rain
367,Kankon,IN,15.0167,74.0167,82.02,83,65,4.36,broken clouds
368,Sola,VU,-13.8833,167.55,81.45,65,47,20.74,scattered clouds
369,Evensk,RU,61.95,159.2333,44.26,91,100,1.57,light rain
370,Raymond,US,43.9015,-70.4703,64.8,80,44,9.06,scattered clouds
371,Labuhan,ID,-6.8844,112.2051,77.02,88,92,8.05,overcast clouds
372,Mahibadhoo,MV,3.7833,72.9667,82.08,76,59,12.71,broken clouds
373,Pindiga,NG,9.9833,10.9333,76.91,57,100,4.79,overcast clouds
374,Padang,ID,-0.9492,100.3543,76.48,85,95,3.62,overcast clouds
375,Mingguang,CN,32.7802,117.9638,75.04,92,100,6.35,overcast clouds
376,Suluq,LY,31.6682,20.2521,77.77,48,0,11.59,clear sky
377,Arica,CL,-18.475,-70.3042,67.55,77,75,6.91,broken clouds
378,Bahir Dar,ET,11.5936,37.3908,65.61,70,86,2.62,light rain
379,Nabire,ID,-3.3667,135.4833,73.83,93,100,2.77,overcast clouds
380,Kyra,RU,49.5776,111.9753,51.13,96,100,8.43,light rain
381,Kavaratti,IN,10.5669,72.642,82.54,78,100,12.15,overcast clouds
382,Vila,PT,42.0304,-8.1588,50.88,96,8,0.81,clear sky
383,Diapaga,BF,12.0708,1.7889,89.42,35,22,4.99,few clouds
384,Rocha,UY,-34.4833,-54.3333,48.49,90,100,7.2,overcast clouds
385,Barcelos,PT,41.5388,-8.6151,64.85,94,3,2.62,clear sky
386,Marktoberdorf,DE,47.7833,10.6167,64.45,82,92,6.91,overcast clouds
387,Westerly,US,41.3776,-71.8273,72.81,82,0,13.8,clear sky
388,Galbshtadt,RU,53.2264,78.9845,47.86,48,100,6.06,overcast clouds
389,Marrakesh,MA,31.6315,-8.0083,71.67,56,0,14.97,clear sky
390,Charters Towers,AU,-20.1,146.2667,66.72,90,61,6.93,broken clouds
391,Kudahuvadhoo,MV,2.6708,72.8944,83.12,73,20,13.44,few clouds
392,Honningsvag,NO,70.9821,25.9704,46.15,81,100,4.61,overcast clouds
393,Tucurui,BR,-3.7661,-49.6725,74.97,97,100,4.7,moderate rain
394,Baglan,AF,36.1307,68.7083,70.27,26,1,2.08,clear sky
395,Kralendijk,BQ,12.15,-68.2667,84.18,74,40,19.57,scattered clouds
396,Mananara,MG,-16.1667,49.7667,69.49,95,68,6.82,moderate rain
397,North Bend,US,43.4065,-124.2243,64.92,83,100,9.22,overcast clouds
398,Basco,PH,20.4487,121.9702,84.16,79,99,16.31,overcast clouds
399,Praya,CV,14.9215,-23.5087,73.15,79,3,16.49,clear sky
400,Caravelas,BR,-17.7125,-39.2481,74.21,68,89,14.61,overcast clouds
401,Rey Bouba,CM,8.6724,14.1786,76.15,65,92,1.07,overcast clouds
402,Neiafu,TO,-18.65,-173.9833,83.08,69,40,9.22,scattered clouds
403,Akyab,MM,20.15,92.9,80.53,82,92,6.06,overcast clouds
404,Russkiy,RU,43.0147,131.8642,46.26,90,100,27.85,overcast clouds
405,Gaoua,BF,10.2992,-3.2508,81.79,57,38,8.16,scattered clouds
406,Zlobin,HR,45.2924,14.6541,64.17,76,0,5.75,clear sky
407,Mattru,SL,7.6244,-11.8332,74.01,95,43,0.72,moderate rain
408,Ha Giang,VN,22.8333,104.9833,78.6,94,100,1.59,light rain
409,Gimli,CA,50.6336,-96.9907,53.29,66,87,7.38,overcast clouds
410,Silver City,US,32.7701,-108.2803,87.91,10,0,21.0,clear sky
411,Rengo,CL,-34.4167,-70.8667,62.92,69,100,3.49,moderate rain
412,Hambantota,LK,6.1241,81.1185,79.14,100,0,10.36,clear sky
413,Cockburn Town,TC,21.4612,-71.1419,80.94,81,100,9.86,overcast clouds
414,Belaya Gora,RU,68.5333,146.4167,57.4,45,53,8.61,broken clouds
415,Moron,AR,-34.6534,-58.6198,54.01,85,53,4.32,broken clouds
416,Codrington,AU,-38.2667,141.9667,44.62,85,57,12.62,light rain
417,Kuah,MY,6.3265,99.8432,82.27,76,100,3.27,overcast clouds
418,Lambarene,GA,-0.7001,10.2406,73.49,98,100,3.98,moderate rain
419,Arrifes,PT,37.7667,-25.7,67.23,94,75,16.11,broken clouds
420,Kisangani,CD,0.5167,25.2,73.33,81,77,2.55,broken clouds
421,Sheregesh,RU,52.9209,87.9869,35.76,97,56,2.95,broken clouds
422,Santa Rosa,PH,14.3122,121.1114,82.38,85,100,3.27,overcast clouds
423,Spoleto,IT,42.7448,12.7374,74.16,50,28,4.81,scattered clouds
424,Faya,SA,18.3851,42.4509,68.52,24,1,4.97,clear sky
425,Erzin,TR,36.9559,36.2,66.04,91,2,0.65,clear sky
426,Petrivka,UA,46.9695,30.9591,64.09,62,51,8.25,broken clouds
427,Wageningen,NL,51.9667,5.6667,63.9,69,100,13.8,overcast clouds
428,Aguimes,ES,27.9054,-15.4461,66.83,68,20,23.02,few clouds
429,Gazojak,TM,41.1875,61.4036,76.69,17,0,10.56,clear sky
430,Poum,NC,-20.2333,164.0167,75.02,75,34,8.63,scattered clouds
431,Nuuk,GL,64.1835,-51.7216,57.81,28,2,4.61,clear sky
